student_id,course_id,semester,total_classes,attended_classes,attendance_percentage
STU00390,EC304,2,66,40,60.61
STU00390,EC305,3,65,46,70.77
STU00390,EC303,4,57,38,66.67
STU00390,EC304,5,69,58,84.06
STU00391,EE301,1,56,51,91.07
STU00391,EE302,2,55,50,90.91
STU00391,EE302,3,58,46,79.31
STU00391,EE303,4,67,54,80.6
STU00392,EC305,1,67,43,64.18
STU00392,EC301,2,62,28,45.16
STU00392,EC304,3,69,45,65.22
STU00393,ME303,1,69,44,63.77
STU00393,ME304,2,69,54,78.26
STU00394,EE301,1,60,51,85.0
STU00394,EE301,2,67,57,85.07
STU00395,IT302,1,67,53,79.1
STU00395,IT303,2,57,46,80.7
STU00395,IT303,3,65,46,70.77
STU00395,IT305,4,70,54,77.14
STU00395,IT302,5,70,66,94.29
STU00396,CE303,1,69,35,50.72
STU00396,CE301,2,59,36,61.02
STU00397,ME302,1,61,46,75.41
STU00397,ME303,2,56,46,82.14
STU00397,ME305,3,67,49,73.13
STU00397,ME301,4,66,42,63.64
STU00397,ME304,5,70,55,78.57
STU00398,IT301,1,61,46,75.41
STU00398,IT301,2,68,55,80.88
STU00398,IT303,3,63,54,85.71
STU00399,EE301,1,59,43,72.88
STU00399,EE301,2,63,56,88.89
STU00399,EE304,3,57,44,77.19
STU00400,CS304,1,68,56,82.35
STU00400,CS305,2,61,54,88.52
STU00400,CS303,3,60,46,76.67
STU00400,CS301,4,57,48,84.21
STU00401,CS303,1,64,59,92.19
STU00401,CS302,2,61,58,95.08
STU00401,CS303,3,68,55,80.88
STU00401,CS304,4,70,61,87.14
STU00401,CS305,5,60,55,91.67
STU00402,CE303,1,67,66,98.51
STU00402,CE301,2,61,66,83.61
STU00402,CE301,3,59,40,67.8
STU00402,CE303,4,65,59,90.77
STU00402,CE301,5,59,51,86.44
STU00403,EC302,1,70,42,60.0
STU00403,EC303,2,58,24,41.38
STU00403,EC304,3,63,42,66.67
STU00403,EC305,4,55,27,49.09
STU00403,EC304,5,59,43,72.88
STU00404,CE305,1,58,48,82.76
STU00404,CE301,2,61,50,81.97
STU00404,CE302,3,68,59,86.76
STU00404,CE305,4,60,53,88.33
STU00404,CE305,5,67,62,92.54
STU00405,CE303,1,61,47,77.05
STU00405,CE302,2,55,46,83.64
STU00405,CE303,3,66,48,72.73
STU00406,CE303,1,64,48,75.0
STU00406,CE305,2,58,45,77.59
STU00407,ME304,1,68,41,60.29
STU00407,ME304,2,66,39,59.09
STU00407,ME303,3,68,32,47.06
STU00407,ME305,4,65,45,69.23
STU00407,ME301,5,60,44,73.33
STU00408,CS304,1,66,52,78.79
STU00408,CS302,2,60,49,81.67
STU00408,CS305,3,68,51,75.0
STU00408,CS304,4,64,47,73.44
STU00408,CS304,5,64,49,76.56
STU00409,ME301,1,57,48,84.21
STU00409,ME301,2,57,51,89.47
STU00409,ME301,3,68,56,82.35
STU00409,ME301,4,70,55,78.57
STU00409,ME305,5,58,58,100.0
STU00409,ME304,6,56,47,83.93
STU00410,CE304,1,61,44,72.13
STU00410,CE302,2,69,52,75.36
STU00410,CE305,3,67,60,89.55
STU00410,CE301,4,61,52,85.25
STU00411,CE301,1,66,46,69.7
STU00411,CE304,2,68,46,67.65
STU00411,CE304,3,55,40,72.73
STU00411,CE303,4,62,50,80.65
STU00411,CE305,5,64,47,73.44
STU00412,EC303,1,64,46,71.88
STU00412,EC304,2,62,54,87.1
STU00412,EC301,3,68,64,94.12
STU00412,EC301,4,55,49,89.09
STU00413,EE302,1,66,44,66.67
STU00413,EE305,2,65,43,66.15
STU00414,CS302,1,68,49,72.06
STU00414,CS302,2,67,49,73.13
STU00414,CS302,3,67,53,79.1
STU00414,CS301,4,68,55,80.88
STU00415,CS304,1,60,53,88.33
STU00415,CS304,2,65,60,92.31
STU00415,CS305,3,60,58,96.67
STU00416,CS302,1,58,40,68.97
STU00416,CS302,2,58,40,68.97
STU00416,CS305,3,67,50,74.63
STU00416,CS303,4,60,47,78.33
STU00416,CS303,5,61,39,63.93
STU00417,CS301,1,55,55,100.0
STU00417,CS304,2,55,55,100.0
STU00418,EC302,1,55,45,81.82
STU00418,EC305,2,57,42,73.68
STU00418,EC305,3,67,46,68.66
STU00418,EC301,4,59,38,64.41
STU00418,EC304,5,66,54,81.82
STU00418,EC302,6,62,39,62.9
STU00419,ME303,1,61,48,78.69
STU00419,ME305,2,62,46,74.19
STU00419,ME304,3,63,52,82.54
STU00420,EE303,1,57,50,87.72
STU00420,EE302,2,55,41,74.55
STU00421,EE301,1,58,37,63.79
STU00421,EE304,2,58,35,60.34
STU00421,EE301,3,59,41,69.49
STU00421,EE303,4,63,34,53.97
STU00421,EE302,5,57,33,57.89
STU00421,EE301,6,70,48,68.57
STU00422,CS302,1,67,58,86.57
STU00422,CS301,2,70,66,94.29
STU00422,CS301,3,68,58,85.29
STU00422,CS301,4,70,65,92.86
STU00423,EE302,1,68,51,75.0
STU00423,EE304,2,65,48,73.85
STU00424,EC302,1,60,57,95.0
STU00424,EC303,2,55,50,90.91
STU00424,EC302,3,56,49,-1.0
STU00424,EC301,4,65,49,75.38
STU00424,EC303,5,70,59,84.29
STU00425,CS305,1,55,42,76.36
STU00425,CS302,2,63,42,66.67
STU00425,CS301,3,61,44,72.13
STU00425,CS305,4,55,35,63.64
STU00425,CS305,5,55,38,69.09
STU00425,CS305,6,59,49,83.05
STU00426,ME303,1,58,45,77.59
STU00426,ME302,2,55,40,72.73
STU00426,ME303,3,59,45,76.27
STU00427,CS301,1,59,37,62.71
STU00427,CS303,2,63,35,55.56
STU00427,CS304,3,61,47,77.05
STU00428,EE303,1,64,64,100.0
STU00428,EE304,2,70,70,100.0
STU00429,IT305,1,67,49,73.13
STU00429,IT302,2,63,43,68.25
STU00429,IT302,3,61,42,68.85
STU00429,IT303,4,67,54,80.6
STU00429,IT301,5,64,54,84.38
STU00430,ME302,1,70,63,90.0
STU00430,ME304,2,69,48,69.57
STU00430,ME304,3,63,43,68.25
STU00431,CE305,1,58,44,75.86
STU00431,CE305,2,67,53,79.1
STU00431,CE304,3,61,39,63.93
STU00431,CE305,4,66,51,77.27
STU00432,EE301,1,69,41,59.42
STU00432,EE302,2,56,29,51.79
STU00432,EE305,3,63,40,63.49
STU00432,EE305,4,68,39,57.35
STU00433,EE305,1,66,48,72.73
STU00433,EE304,2,55,35,63.64
STU00433,EE301,3,60,48,80.0
STU00433,EE303,4,68,62,91.18
STU00434,EE303,1,62,47,75.81
STU00434,EE301,2,61,41,67.21
STU00434,EE303,3,66,56,84.85
STU00435,ME303,1,58,49,84.48
STU00435,ME301,2,65,55,84.62
STU00435,ME301,3,65,57,87.69
STU00436,EC304,1,65,64,98.46
STU00436,EC302,2,57,40,70.18
STU00436,EC304,3,64,41,64.06
STU00437,CS302,1,61,58,95.08
STU00437,CS301,2,63,54,85.71
STU00437,CS305,3,57,49,85.96
STU00437,CS305,4,68,55,80.88
STU00437,CS304,5,65,65,100.0
STU00437,CS303,6,61,50,81.97
STU00438,CE301,1,70,46,65.71
STU00438,CE304,2,56,42,75.0
STU00438,CE303,3,68,53,77.94
STU00439,EE301,1,69,46,66.67
STU00439,EE302,2,65,51,78.46
STU00440,EC304,1,62,51,82.26
STU00440,EC305,2,55,51,92.73
STU00440,EC303,3,55,47,85.45
STU00440,EC305,4,55,46,83.64
STU00440,EC304,5,64,52,81.25
STU00440,EC302,6,67,62,92.54
STU00441,CS305,1,56,48,85.71
STU00441,CS303,2,55,46,83.64
STU00442,CS304,1,58,51,87.93
STU00442,CS304,2,64,44,68.75
STU00443,IT303,1,66,49,74.24
STU00443,IT304,2,57,47,82.46
STU00443,IT305,3,65,49,75.38
STU00443,IT304,4,56,51,91.07
STU00444,CE303,1,69,69,100.0
STU00444,CE304,2,58,51,87.93
STU00444,CE303,3,58,50,86.21
STU00444,CE301,4,62,62,100.0
STU00444,CE301,5,55,46,83.64
STU00445,CE301,1,65,41,63.08
STU00445,CE304,2,62,46,74.19
STU00445,CE302,3,57,41,71.93
STU00446,ME303,1,55,33,60.0
STU00446,ME301,2,63,42,66.67
STU00446,ME301,3,58,38,65.52
STU00447,ME303,1,57,51,89.47
STU00447,ME303,2,65,51,78.46
STU00448,CE304,1,63,42,66.67
STU00448,CE302,2,59,35,59.32
STU00448,CE305,3,69,56,81.16
STU00448,CE301,4,59,46,77.97
STU00448,CE303,5,59,53,89.83
STU00448,CE305,6,68,51,75.0
STU00449,EE301,1,62,50,80.65
STU00449,EE305,2,70,51,72.86
STU00449,EE304,3,63,40,63.49
STU00449,EE303,4,70,56,80.0
STU00449,EE302,5,57,53,92.98
STU00450,EE303,1,57,48,84.21
STU00450,EE303,2,62,40,64.52
STU00450,EE302,3,57,46,80.7
STU00450,EE301,4,70,58,82.86
STU00451,EC302,1,55,39,70.91
STU00451,EC302,2,69,60,86.96
STU00452,CS302,1,70,47,67.14
STU00452,CS301,2,65,40,61.54
STU00452,CS302,3,65,48,73.85
STU00452,CS303,4,69,53,76.81
STU00452,CS302,5,58,50,86.21
STU00453,IT302,1,66,58,87.88
STU00453,IT304,2,69,67,97.1
STU00453,IT305,3,61,56,91.8
STU00454,CS302,1,57,35,61.4
STU00454,CS303,2,68,44,64.71
STU00454,CS302,3,64,45,70.31
STU00454,CS305,4,58,47,81.03
STU00454,CS302,5,69,49,71.01
STU00455,IT301,1,62,30,48.39
STU00455,IT301,2,69,42,60.87
STU00456,ME303,1,55,39,70.91
STU00456,ME304,2,69,56,81.16
STU00456,ME303,3,63,46,73.02
STU00457,CE305,1,57,45,78.95
STU00457,CE303,2,68,59,86.76
STU00458,ME302,1,67,61,91.04
STU00458,ME305,2,68,56,82.35
STU00458,ME305,3,65,48,73.85
STU00459,CS304,1,63,38,60.32
STU00459,CS303,2,58,45,77.59
STU00460,IT304,1,68,50,73.53
STU00460,IT302,2,64,45,70.31
STU00461,ME304,1,60,60,100.0
STU00461,ME305,2,63,59,93.65
STU00461,ME305,3,70,67,95.71
STU00462,CS304,1,58,39,67.24
STU00462,CS301,2,62,43,69.35
STU00462,CS301,3,62,46,74.19
STU00462,CS301,4,56,43,76.79
STU00462,CS301,5,63,49,77.78
STU00462,CS302,6,57,40,70.18
STU00463,EE301,1,63,44,-1.0
STU00463,EE302,2,67,60,89.55
STU00463,EE304,3,67,49,73.13
STU00463,EE301,4,62,47,75.81
STU00463,EE303,5,70,64,91.43
STU00463,EE302,6,60,50,83.33
STU00464,IT303,1,64,39,60.94
STU00464,IT305,2,64,57,89.06
STU00464,IT301,3,58,46,79.31
STU00465,EC305,1,70,48,68.57
STU00465,EC303,2,62,39,62.9
STU00465,EC302,3,65,40,61.54
STU00466,CE302,1,60,57,95.0
STU00466,CE303,2,69,51,73.91
STU00467,ME301,1,70,60,85.71
STU00467,ME304,2,65,62,95.38
STU00467,ME301,3,60,60,100.0
STU00468,ME301,1,60,40,66.67
STU00468,ME301,2,66,46,69.7
STU00468,ME304,3,55,60,67.27
STU00468,ME304,4,62,48,77.42
STU00469,IT301,1,56,41,73.21
STU00469,IT301,2,64,49,76.56
STU00469,IT302,3,60,45,75.0
STU00469,IT302,4,58,45,77.59
STU00469,IT301,5,64,50,78.12
STU00470,ME304,1,70,49,70.0
STU00470,ME303,2,63,50,79.37
STU00470,ME304,3,63,52,82.54
STU00470,ME303,4,69,52,75.36
STU00471,IT303,1,64,55,85.94
STU00471,IT303,2,70,67,95.71
STU00472,ME303,1,55,32,58.18
STU00472,ME302,2,68,45,66.18
STU00473,CE302,1,66,46,69.7
STU00473,CE304,2,55,43,78.18
STU00473,CE302,3,68,56,82.35
STU00474,EE302,1,57,32,56.14
STU00474,EE302,2,67,58,86.57
STU00474,EE301,3,63,51,80.95
STU00474,EE305,4,69,54,78.26
STU00475,EC302,1,63,57,90.48
STU00475,EC303,2,65,43,66.15
STU00475,EC304,3,68,48,70.59
STU00475,EC303,4,64,44,68.75
STU00475,EC302,5,56,34,60.71
STU00475,EC305,6,65,49,75.38
STU00476,CS301,1,68,56,82.35
STU00476,CS304,2,66,47,71.21
STU00476,CS303,3,58,39,67.24
STU00476,CS301,4,70,45,64.29
STU00476,CS302,5,69,60,86.96
STU00476,CS302,6,64,48,75.0
STU00477,CE305,1,60,35,58.33
STU00477,CE303,2,70,42,60.0
STU00477,CE303,3,57,38,66.67
STU00477,CE303,4,55,35,63.64
STU00477,CE304,5,56,37,66.07
STU00477,CE302,6,64,36,56.25
STU00478,EC301,1,56,44,78.57
STU00478,EC304,2,64,53,82.81
STU00478,EC301,3,68,52,76.47
STU00478,EC303,4,55,45,81.82
STU00478,EC301,5,63,47,74.6
STU00478,EC302,6,66,49,74.24
STU00479,ME305,1,59,52,88.14
STU00479,ME301,2,63,54,85.71
STU00479,ME302,3,61,56,91.8
STU00479,ME304,4,57,45,78.95
STU00480,CE302,1,56,35,62.5
STU00480,CE304,2,66,45,68.18
STU00480,CE302,3,67,39,58.21
STU00480,CE304,4,67,39,58.21
STU00481,ME303,1,64,57,89.06
STU00481,ME305,2,64,44,68.75
STU00482,IT305,1,68,50,73.53
STU00482,IT303,2,59,46,77.97
STU00482,IT302,3,63,35,55.56
STU00483,ME304,1,61,47,77.05
STU00483,ME303,2,64,51,79.69
STU00483,ME301,3,64,54,84.38
STU00484,CE304,1,60,42,70.0
STU00484,CE304,2,68,44,64.71
STU00484,CE301,3,59,47,79.66
STU00484,CE305,4,69,53,76.81
STU00484,CE303,5,66,47,71.21
STU00484,CE304,6,66,53,80.3
STU00485,EE304,1,68,61,89.71
STU00485,EE304,2,69,51,73.91
STU00485,EE301,3,55,41,74.55
STU00485,EE304,4,57,38,66.67
STU00485,EE302,5,64,48,75.0
STU00486,EC305,1,66,50,75.76
STU00486,EC302,2,64,55,85.94
STU00486,EC301,3,67,50,74.63
STU00487,ME304,1,55,53,96.36
STU00487,ME304,2,69,63,91.3
STU00487,ME301,3,57,49,85.96
STU00488,EC303,1,58,47,81.03
STU00488,EC303,2,58,43,74.14
STU00489,EE305,1,70,47,67.14
STU00489,EE303,2,56,36,64.29
STU00489,EE301,3,56,32,57.14
STU00489,EE302,4,59,50,84.75
STU00490,EE304,1,59,45,76.27
STU00490,EE302,2,59,50,84.75
STU00490,EE303,3,64,50,78.12
STU00490,EE301,4,70,51,72.86
STU00490,EE305,5,61,49,80.33
STU00490,EE301,6,57,42,73.68
STU00491,EE302,1,58,38,65.52
STU00491,EE305,2,58,51,87.93
STU00492,CE302,1,58,40,68.97
STU00492,CE304,2,55,44,80.0
STU00492,CE305,3,69,51,73.91
STU00493,IT301,1,58,37,63.79
STU00493,IT303,2,67,51,76.12
STU00493,IT304,3,60,32,53.33
STU00493,IT302,4,63,45,71.43
STU00493,IT305,5,69,53,76.81
STU00494,CS301,1,68,54,79.41
STU00494,CS302,2,55,34,61.82
STU00494,CS302,3,59,39,66.1
STU00494,CS302,4,60,51,85.0
STU00494,CS305,5,61,40,65.57
STU00494,CS304,6,70,48,68.57
STU00495,ME303,1,58,36,62.07
STU00495,ME305,2,70,40,57.14
STU00495,ME303,3,63,48,76.19
STU00495,ME304,4,67,59,88.06
STU00496,IT304,1,68,57,83.82
STU00496,IT304,2,59,54,91.53
STU00497,CS303,1,69,62,89.86
STU00497,CS301,2,67,65,97.01
STU00498,CE305,1,64,46,71.88
STU00498,CE301,2,69,56,81.16
STU00499,EE303,1,59,46,77.97
STU00499,EE304,2,69,59,85.51
STU00500,ME301,1,60,55,91.67
STU00500,ME303,2,61,50,81.97
STU00500,ME303,3,67,54,80.6
STU00500,ME305,4,57,57,100.0
STU00501,CS302,1,66,41,62.12
STU00501,CS305,2,65,45,69.23
STU00501,CS304,3,59,33,55.93
STU00502,CE303,1,67,64,95.52
STU00502,CE301,2,70,61,87.14
STU00502,CE304,3,70,55,78.57
STU00502,CE305,4,60,42,70.0
STU00503,CS305,1,63,49,77.78
STU00503,CS302,2,65,52,80.0
STU00503,CS305,3,66,62,93.94
STU00503,CS305,4,67,67,100.0
STU00503,CS301,5,56,47,83.93
STU00503,CS301,6,60,53,88.33
STU00504,CS301,1,58,47,81.03
STU00504,CS304,2,70,55,78.57
STU00504,CS303,3,62,47,75.81
STU00505,EE301,1,60,44,73.33
STU00505,EE304,2,68,61,89.71
STU00505,EE301,3,56,42,75.0
STU00506,EE303,1,58,44,75.86
STU00506,EE301,2,57,48,84.21
STU00506,EE304,3,66,58,87.88
STU00506,EE305,4,55,47,85.45
STU00506,EE302,5,65,59,90.77
STU00506,EE301,6,69,51,73.91
STU00507,EC302,1,61,54,88.52
STU00507,EC302,2,63,57,90.48
STU00507,EC304,3,69,58,84.06
STU00507,EC303,4,62,56,90.32
STU00507,EC302,5,60,47,78.33
STU00508,IT305,1,61,50,81.97
STU00508,IT301,2,55,40,72.73
STU00508,IT301,3,61,45,73.77
STU00508,IT301,4,59,40,67.8
STU00508,IT301,5,66,50,75.76
STU00509,EE305,1,57,44,77.19
STU00509,EE303,2,60,48,80.0
STU00509,EE305,3,70,52,74.29
STU00509,EE302,4,61,60,98.36
STU00509,EE305,5,70,58,82.86
STU00510,IT303,1,66,52,78.79
STU00510,IT305,2,59,43,72.88
STU00510,IT301,3,69,58,84.06
STU00510,IT304,4,67,51,76.12
STU00510,IT301,5,57,44,77.19
STU00510,IT302,6,64,55,85.94
STU00511,CS301,1,70,64,91.43
STU00511,CS302,2,56,45,80.36
STU00512,EC305,1,65,54,83.08
STU00512,EC301,2,62,55,88.71
STU00512,EC303,3,63,54,85.71
STU00512,EC304,4,66,58,87.88
STU00512,EC301,5,60,53,88.33
STU00512,EC303,6,57,54,94.74
STU00513,EE305,1,62,43,69.35
STU00513,EE305,2,64,51,79.69
STU00513,EE304,3,56,42,75.0
STU00513,EE305,4,58,49,84.48
STU00513,EE305,5,70,68,97.14
STU00513,EE303,6,55,43,78.18
STU00514,EE303,1,68,55,80.88
STU00514,EE303,2,61,49,80.33
STU00515,CE301,1,59,55,93.22
STU00515,CE302,2,65,51,78.46
STU00515,CE301,3,62,53,85.48
STU00515,CE304,4,57,46,80.7
STU00516,IT305,1,56,50,89.29
STU00516,IT303,2,57,45,78.95
STU00516,IT304,3,57,43,75.44
STU00516,IT305,4,70,67,95.71
STU00516,IT302,5,63,43,68.25
STU00516,IT301,6,58,43,74.14
STU00517,ME304,1,62,54,87.1
STU00517,ME303,2,68,65,95.59
STU00518,CS303,1,62,50,80.65
STU00518,CS301,2,56,47,83.93
STU00518,CS301,3,61,46,75.41
STU00518,CS305,4,67,48,71.64
STU00518,CS301,5,70,51,72.86
STU00519,IT304,1,67,45,67.16
STU00519,IT302,2,68,40,58.82
STU00520,CE305,1,59,34,57.63
STU00520,CE301,2,69,50,72.46
STU00520,CE301,3,66,44,66.67
STU00520,CE303,4,61,37,60.66
STU00520,CE303,5,68,46,67.65
STU00521,ME302,1,62,60,96.77
STU00521,ME301,2,55,48,87.27
STU00522,EC304,1,56,41,73.21
STU00522,EC301,2,62,45,72.58
STU00522,EC301,3,57,42,73.68
STU00523,ME302,1,69,62,89.86
STU00523,ME302,2,64,39,60.94
STU00524,CS303,1,66,41,62.12
STU00524,CS305,2,62,38,61.29
STU00525,CS302,1,67,47,70.15
STU00525,CS304,2,58,32,55.17
STU00525,CS301,3,57,38,66.67
STU00525,CS303,4,61,38,62.3
STU00526,ME303,1,62,50,80.65
STU00526,ME304,2,64,54,84.38
STU00526,ME303,3,64,56,87.5
STU00526,ME302,4,63,55,87.3
STU00526,ME303,5,58,45,77.59
STU00527,EE303,1,68,68,100.0
STU00527,EE305,2,70,67,95.71
STU00528,IT301,1,61,45,73.77
STU00528,IT302,2,62,41,66.13
STU00528,IT303,3,61,45,73.77
STU00528,IT301,4,66,50,75.76
STU00529,CE301,1,62,41,66.13
STU00529,CE304,2,69,44,63.77
STU00529,CE301,3,55,32,58.18
STU00530,ME301,1,63,54,85.71
STU00530,ME303,2,67,56,83.58
STU00530,ME303,3,57,53,92.98
STU00530,ME301,4,63,47,74.6
STU00530,ME305,5,67,60,89.55
STU00531,EC301,1,67,52,77.61
STU00531,EC304,2,69,48,69.57
STU00531,EC301,3,62,42,67.74
STU00531,EC302,4,67,46,68.66
STU00531,EC302,5,68,50,73.53
STU00532,ME301,1,64,55,85.94
STU00532,ME301,2,66,57,86.36
STU00532,ME301,3,65,42,64.62
STU00532,ME303,4,61,47,77.05
STU00532,ME301,5,65,50,76.92
STU00532,ME305,6,68,59,86.76
STU00533,IT301,1,58,40,68.97
STU00533,IT305,2,67,44,65.67
STU00533,IT303,3,69,54,78.26
STU00533,IT304,4,63,52,82.54
STU00533,IT302,5,67,50,74.63
STU00534,ME302,1,59,40,67.8
STU00534,ME301,2,63,51,80.95
STU00534,ME303,3,57,44,77.19
STU00534,ME302,4,64,42,65.62
STU00534,ME303,5,67,49,73.13
STU00535,EC305,1,63,53,84.13
STU00535,EC303,2,63,55,87.3
STU00536,ME305,1,55,47,85.45
STU00536,ME301,2,64,44,68.75
STU00536,ME305,3,65,50,76.92
STU00536,ME303,4,60,47,78.33
STU00537,ME304,1,55,29,52.73
STU00537,ME304,2,55,39,70.91
STU00537,ME304,3,56,45,80.36
STU00537,ME303,4,70,41,58.57
STU00537,ME305,5,61,50,81.97
STU00538,CE301,1,57,38,66.67
STU00538,CE303,2,65,44,67.69
STU00538,CE301,3,69,45,65.22
STU00538,CE302,4,63,46,73.02
STU00538,CE303,5,63,51,80.95
STU00539,EE302,1,62,46,74.19
STU00539,EE302,2,59,44,74.58
STU00539,EE305,3,56,32,57.14
STU00539,EE302,4,58,42,72.41
STU00539,EE301,5,60,38,63.33
STU00540,EC304,1,65,52,80.0
STU00540,EC301,2,62,53,85.48
STU00540,EC301,3,63,61,96.83
STU00540,EC303,4,55,43,78.18
STU00540,EC303,5,56,34,60.71
STU00540,EC305,6,62,62,100.0
STU00541,CS301,1,57,38,66.67
STU00541,CS305,2,69,48,69.57
STU00541,CS301,3,57,39,68.42
STU00541,CS302,4,61,30,49.18
STU00542,CE305,1,66,53,80.3
STU00542,CE304,2,57,39,68.42
STU00542,CE304,3,64,50,78.12
STU00542,CE302,4,55,38,69.09
STU00543,CS305,1,66,59,89.39
STU00543,CS303,2,68,60,88.24
STU00543,CS303,3,70,70,100.0
STU00543,CS303,4,55,44,80.0
STU00544,CE303,1,56,41,73.21
STU00544,CE303,2,59,52,88.14
STU00544,CE305,3,55,45,81.82
STU00545,CS305,1,61,45,73.77
STU00545,CS303,2,66,57,86.36
STU00546,ME304,1,56,40,71.43
STU00546,ME302,2,67,51,76.12
STU00546,ME301,3,57,43,75.44
STU00547,ME305,1,68,47,69.12
STU00547,ME305,2,58,32,55.17
STU00547,ME305,3,56,39,69.64
STU00548,IT304,1,69,49,71.01
STU00548,IT303,2,63,56,88.89
STU00548,IT302,3,64,44,68.75
STU00548,IT302,4,65,51,78.46
STU00548,IT302,5,66,60,90.91
STU00548,IT302,6,69,55,79.71
STU00549,ME301,1,62,48,77.42
STU00549,ME304,2,68,48,70.59
STU00549,ME303,3,57,37,64.91
STU00549,ME303,4,57,40,70.18
STU00550,CE304,1,62,53,85.48
STU00550,CE304,2,68,46,67.65
STU00550,CE302,3,59,42,71.19
STU00550,CE305,4,62,34,54.84
STU00551,EC305,1,59,55,93.22
STU00551,EC305,2,63,50,79.37
STU00551,EC303,3,65,65,100.0
STU00551,EC303,4,58,55,94.83
STU00551,EC301,5,68,63,92.65
STU00552,ME305,1,59,40,67.8
STU00552,ME305,2,70,38,54.29
STU00552,ME302,3,60,37,61.67
STU00552,ME304,4,55,36,65.45
STU00552,ME302,5,58,31,53.45
STU00553,IT303,1,70,53,75.71
STU00553,IT301,2,59,47,79.66
STU00553,IT301,3,68,60,88.24
STU00553,IT301,4,60,42,70.0
STU00553,IT301,5,59,49,83.05
STU00554,CS305,1,67,43,64.18
STU00554,CS304,2,66,51,77.27
STU00554,CS302,3,67,54,80.6
STU00554,CS305,4,62,44,70.97
STU00554,CS303,5,58,48,82.76
STU00554,CS303,6,65,53,81.54
STU00555,CS305,1,58,54,93.1
STU00555,CS301,2,57,53,92.98
STU00555,CS303,3,69,59,85.51
STU00555,CS304,4,69,52,75.36
STU00555,CS304,5,64,50,78.12
STU00555,CS304,6,59,41,69.49
STU00556,EC305,1,57,56,98.25
STU00556,EC302,2,55,43,78.18
STU00556,EC305,3,66,56,84.85
STU00557,IT304,1,65,49,75.38
STU00557,IT304,2,60,53,88.33
STU00557,IT305,3,63,56,88.89
STU00557,IT301,4,62,54,87.1
STU00557,IT303,5,70,51,72.86
STU00558,EC301,1,68,64,94.12
STU00558,EC303,2,65,59,90.77
STU00558,EC304,3,65,63,96.92
STU00558,EC302,4,59,59,100.0
STU00559,EC302,1,68,49,72.06
STU00559,EC305,2,63,50,79.37
STU00560,EC305,1,65,59,90.77
STU00560,EC301,2,66,53,80.3
STU00560,EC303,3,60,47,78.33
STU00560,EC301,4,64,57,89.06
STU00560,EC303,5,70,70,100.0
STU00560,EC304,6,62,55,88.71
STU00561,EC303,1,63,53,84.13
STU00561,EC305,2,58,49,84.48
STU00561,EC302,3,63,46,73.02
STU00562,CE301,1,61,59,96.72
STU00562,CE305,2,60,51,85.0
STU00562,CE301,3,56,56,100.0
STU00563,CE305,1,61,57,93.44
STU00563,CE301,2,70,65,92.86
STU00563,CE301,3,66,63,95.45
STU00563,CE302,4,64,57,89.06
STU00563,CE305,5,68,61,89.71
STU00563,CE304,6,59,48,81.36
STU00564,EE303,1,58,52,89.66
STU00564,EE301,2,69,64,92.75
STU00564,EE304,3,70,52,74.29
STU00564,EE303,4,57,48,84.21
STU00564,EE302,5,63,46,73.02
STU00565,ME303,1,57,37,64.91
STU00565,ME302,2,57,39,68.42
STU00566,IT302,1,65,54,83.08
STU00566,IT303,2,69,59,85.51
STU00566,IT305,3,57,49,85.96
STU00566,IT303,4,56,48,85.71
STU00567,IT301,1,65,42,64.62
STU00567,IT302,2,56,41,73.21
STU00567,IT301,3,62,38,61.29
STU00567,IT302,4,67,51,76.12
STU00567,IT302,5,61,53,86.89
STU00568,EE304,1,59,49,83.05
STU00568,EE304,2,60,50,83.33
STU00568,EE304,3,64,54,84.38
STU00568,EE302,4,61,50,81.97
STU00569,EC305,1,61,47,77.05
STU00569,EC301,2,68,49,72.06
STU00570,EE304,1,61,43,70.49
STU00570,EE302,2,56,45,80.36
STU00571,IT303,1,67,45,67.16
STU00571,IT305,2,62,39,62.9
STU00571,IT303,3,70,47,67.14
STU00571,IT305,4,60,32,53.33
STU00571,IT303,5,62,35,56.45
STU00572,IT304,1,70,50,71.43
STU00572,IT304,2,66,45,68.18
STU00572,IT305,3,70,45,64.29
STU00572,IT303,4,58,48,82.76
STU00573,EC301,1,64,39,60.94
STU00573,EC304,2,69,54,78.26
STU00573,EC303,3,62,41,66.13
STU00574,IT301,1,60,40,66.67
STU00574,IT304,2,65,46,70.77
STU00574,IT301,3,66,47,71.21
STU00574,IT304,4,59,40,67.8
STU00574,IT304,5,70,48,68.57
STU00575,CS304,1,62,41,66.13
STU00575,CS301,2,64,47,73.44
STU00575,CS303,3,61,42,68.85
STU00575,CS304,4,56,43,76.79
STU00575,CS305,5,65,53,81.54
STU00575,CS303,6,65,49,75.38
STU00576,CS304,1,69,64,92.75
STU00576,CS304,2,67,61,91.04
STU00576,CS303,3,56,53,94.64
STU00576,CS303,4,70,55,78.57
STU00576,CS302,5,65,54,83.08
STU00577,IT303,1,69,50,72.46
STU00577,IT304,2,62,47,75.81
STU00578,EE302,1,61,49,80.33
STU00578,EE301,2,65,50,76.92
STU00578,EE302,3,55,36,65.45
STU00578,EE301,4,67,52,77.61
STU00578,EE301,5,65,46,70.77
STU00578,EE303,6,57,42,73.68
STU00579,EE305,1,61,52,85.25
STU00579,EE303,2,61,42,68.85
