student_id,course_id,semester,login_count,content_views,assignment_submission_rate,average_session_minutes
STU00324,EC305,2,27,116,56.3,14.58
STU00324,EC302,3,11,140,38.12,18.26
STU00324,EC301,4,47,43,53.52,21.44
STU00324,EC302,5,26,70,38.66,30.45
STU00325,CE304,1,17,7,9.42,11.72
STU00325,CE305,2,3,17,14.88,9.27
STU00325,CE302,3,17,29,36.69,9.08
STU00326,EC301,1,22,67,46.94,29.02
STU00326,EC304,2,36,116,47.77,7.15
STU00326,EC303,3,29,76,48.39,14.9
STU00327,ME304,1,34,54,27.02,18.07
STU00327,ME305,2,25,34,39.75,23.32
STU00327,ME301,3,7,90,31.62,33.58
STU00328,EE304,1,20,75,65.97,22.28
STU00328,EE302,2,46,49,49.17,27.11
STU00328,EE303,3,39,84,52.42,27.52
STU00328,EE304,4,30,88,69.04,25.18
STU00328,EE305,5,1,86,47.47,16.21
STU00329,IT303,1,45,102,57.59,24.4
STU00329,IT303,2,47,106,41.86,2.0
STU00330,IT303,1,64,140,86.16,38.36
STU00330,IT302,2,49,111,86.51,15.97
STU00330,IT301,3,56,135,92.95,34.21
STU00330,IT301,4,18,116,94.55,31.26
STU00331,EC303,1,23,20,34.8,14.6
STU00331,EC303,2,8,160,50.49,13.77
STU00332,EC305,1,60,64,45.3,22.52
STU00332,EC304,2,37,104,40.53,30.35
STU00332,EC303,3,64,120,43.03,39.69
STU00332,EC303,4,38,79,44.42,46.56
STU00333,CS301,1,6,59,32.85,2.0
STU00333,CS301,2,11,63,24.26,13.61
STU00333,CS303,3,8,58,0.14,10.6
STU00333,CS303,4,21,38,37.48,23.43
STU00334,IT303,1,40,21,32.24,14.94
STU00334,IT305,2,38,43,37.02,21.26
STU00334,IT301,3,38,30,37.29,20.41
STU00335,ME305,1,14,52,54.46,20.16
STU00335,ME301,2,8,65,35.81,36.77
STU00335,ME302,3,43,33,32.47,3.51
STU00336,IT301,1,9,0,2.71,4.91
STU00336,IT303,2,5,9,0.0,2.0
STU00337,CE305,1,5,11,2.33,5.69
STU00337,CE301,2,0,0,16.93,2.0
STU00337,CE302,3,9,0,0.0,2.0
STU00338,IT303,1,6,34,16.99,3.73
STU00338,IT303,2,14,22,31.98,10.06
STU00338,IT301,3,23,0,27.4,13.54
STU00338,IT301,4,0,48,25.67,2.0
STU00338,IT304,5,21,0,8.39,14.22
STU00338,IT302,6,0,4,21.57,2.0
STU00339,ME303,1,38,96,34.51,24.57
STU00339,ME305,2,6,47,30.79,14.7
STU00339,ME302,3,22,70,41.98,34.75
STU00340,EC305,1,0,12,23.21,2.74
STU00340,EC302,2,0,55,11.32,3.63
STU00340,EC305,3,18,22,8.37,9.49
STU00340,EC305,4,31,4,23.84,19.55
STU00340,EC304,5,23,36,14.87,2.0
STU00341,CS302,1,20,79,61.21,27.72
STU00341,CS302,2,40,54,49.62,25.3
STU00341,CS305,3,55,114,62.62,32.78
STU00342,CE304,1,10,109,28.92,15.27
STU00342,CE303,2,21,52,37.5,2.0
STU00342,CE303,3,14,21,49.59,17.01
STU00342,CE305,4,0,65,38.11,3.22
STU00342,CE302,5,4,79,34.05,25.9
STU00342,CE301,6,27,47,34.74,24.63
STU00343,IT301,1,23,95,50.52,9.94
STU00343,IT303,2,42,68,43.1,20.85
STU00343,IT303,3,64,42,61.27,13.14
STU00343,IT302,4,31,78,34.03,16.14
STU00344,EC301,1,21,57,47.34,3.56
STU00344,EC303,2,34,124,46.22,22.49
STU00344,EC303,3,43,81,55.11,6.38
STU00344,EC305,4,44,123,64.33,19.78
STU00344,EC302,5,12,85,58.12,36.77
STU00344,EC305,6,11,57,39.55,2.0
STU00345,IT301,1,35,58,52.37,20.79
STU00345,IT303,2,33,76,59.44,34.54
STU00345,IT303,3,32,126,58.54,24.33
STU00345,IT303,4,35,89,45.97,18.99
STU00346,EC305,1,33,88,61.48,28.44
STU00346,EC304,2,19,91,21.85,12.33
STU00346,EC305,3,34,33,52.39,20.58
STU00346,EC304,4,42,66,50.99,32.82
STU00346,EC303,5,32,137,56.24,30.34
STU00346,EC302,6,19,61,45.78,21.31
STU00347,ME304,1,36,85,40.57,11.65
STU00347,ME304,2,14,64,54.98,13.39
STU00347,ME302,3,26,62,47.12,12.57
STU00348,ME304,1,0,53,29.6,29.49
STU00348,ME304,2,23,40,35.18,5.47
STU00349,ME302,1,28,21,32.53,38.39
STU00349,ME302,2,38,5,31.95,19.49
STU00349,ME301,3,37,37,31.94,13.74
STU00350,ME302,1,0,99,60.62,15.44
STU00350,ME305,2,38,46,51.13,11.63
STU00350,ME301,3,19,74,58.42,19.23
STU00351,EC304,1,21,70,39.33,21.1
STU00351,EC304,2,8,61,36.31,34.66
STU00352,IT305,1,29,47,33.84,25.1
STU00352,IT301,2,27,59,48.92,19.87
STU00353,EE304,1,64,104,68.7,12.38
STU00353,EE301,2,37,98,63.88,42.53
STU00353,EE301,3,51,130,84.82,46.85
STU00353,EE302,4,40,19,79.19,23.31
STU00353,EE303,5,53,135,76.41,24.5
STU00354,CS301,1,36,93,36.62,19.97
STU00354,CS301,2,32,56,60.2,14.19
STU00354,CS301,3,36,60,23.63,37.19
STU00354,CS302,4,24,134,40.4,36.02
STU00354,CS305,5,24,90,81.05,37.18
STU00354,CS302,6,36,64,46.59,16.5
STU00355,EE304,1,62,163,100.0,32.96
STU00355,EE302,2,36,180,96.88,16.59
STU00355,EE305,3,53,100,81.52,51.72
STU00355,EE305,4,79,186,94.41,43.6
STU00356,ME301,1,49,9,56.07,15.06
STU00356,ME305,2,59,74,47.96,28.87
STU00357,EE305,1,31,72,52.37,22.96
STU00357,EE302,2,14,26,38.27,21.05
STU00358,EC301,1,52,150,59.88,34.54
STU00358,EC304,2,42,49,88.92,39.23
STU00358,EC302,3,38,138,84.3,34.93
STU00359,EC302,1,48,116,77.11,24.56
STU00359,EC301,2,31,24,72.11,47.68
STU00359,EC302,3,28,146,45.86,32.66
STU00359,EC302,4,24,72,42.28,16.25
STU00360,ME303,1,21,50,36.93,19.56
STU00360,ME305,2,0,50,54.39,14.89
STU00360,ME301,3,21,89,62.37,2.0
STU00360,ME301,4,17,39,63.59,27.39
STU00361,EC302,1,50,163,100.0,42.88
STU00361,EC304,2,56,156,84.18,44.99
STU00361,EC305,3,59,145,100.0,55.21
STU00361,EC304,4,77,154,100.0,30.89
STU00361,EC303,5,55,153,100.0,52.8
STU00361,EC303,6,63,169,100.0,30.72
STU00362,EC304,1,36,65,40.39,12.89
STU00362,EC303,2,25,67,62.71,31.29
STU00362,EC301,3,32,49,53.63,19.43
STU00362,EC302,4,24,121,43.93,35.86
STU00363,EE304,1,71,144,82.11,31.08
STU00363,EE304,2,46,122,56.74,23.76
STU00363,EE301,3,49,135,67.44,2.0
STU00364,EC302,1,11,56,52.36,30.69
STU00364,EC303,2,10,57,36.0,13.21
STU00364,EC302,3,15,68,32.77,5.97
STU00364,EC303,4,34,29,35.82,11.69
STU00365,EE304,1,26,118,50.02,23.78
STU00365,EE304,2,37,167,76.61,51.56
STU00365,EE302,3,63,63,54.25,23.35
STU00365,EE304,4,29,73,79.23,8.48
STU00365,EE305,5,46,132,46.3,21.54
STU00366,CS305,1,37,32,38.95,7.16
STU00366,CS305,2,12,28,36.52,24.42
STU00366,CS304,3,12,33,36.82,20.78
STU00366,CS305,4,11,64,64.61,9.93
STU00366,CS305,5,26,37,30.39,9.84
STU00366,CS301,6,4,44,36.26,8.7
STU00367,ME301,1,29,64,84.94,41.23
STU00367,ME301,2,28,9,62.24,28.48
STU00367,ME305,3,27,150,54.53,24.51
STU00367,ME302,4,22,91,64.37,27.47
STU00368,EE303,1,7,0,24.92,39.32
STU00368,EE302,2,30,47,61.75,22.81
STU00369,CE302,1,48,129,83.64,26.45
STU00369,CE302,2,36,160,54.88,14.9
STU00369,CE302,3,52,129,75.27,11.41
STU00369,CE302,4,43,120,72.11,31.97
STU00369,CE302,5,43,80,75.88,22.64
STU00370,EE304,1,38,83,72.28,39.56
STU00370,EE301,2,59,87,58.63,31.36
STU00371,EC301,1,38,134,70.41,23.2
STU00371,EC305,2,38,119,79.13,51.28
STU00371,EC301,3,56,134,71.12,20.86
STU00371,EC303,4,52,115,59.58,26.03
STU00371,EC301,5,28,126,72.92,12.0
STU00371,EC301,6,44,98,84.96,14.01
STU00372,CE304,1,37,116,31.09,4.18
STU00372,CE302,2,7,44,29.7,5.54
STU00372,CE302,3,24,85,15.94,7.02
STU00372,CE304,4,33,22,33.31,9.49
STU00372,CE303,5,6,79,46.94,23.6
STU00372,CE301,6,30,23,43.72,20.57
STU00373,EE302,1,26,107,64.86,17.01
STU00373,EE301,2,23,71,53.02,41.08
STU00374,CS302,1,50,121,100.0,39.94
STU00374,CS304,2,38,165,79.82,35.92
STU00374,CS304,3,51,90,96.8,41.98
STU00374,CS305,4,55,112,76.05,29.39
STU00374,CS302,5,53,102,83.22,31.09
STU00374,CS302,6,31,106,100.0,36.98
STU00375,IT305,1,39,115,68.78,17.55
STU00375,IT302,2,34,78,63.86,15.01
STU00376,CS305,1,4,3,26.87,2.0
STU00376,CS302,2,0,2,0.0,6.92
STU00376,CS302,3,0,18,8.71,2.0
STU00376,CS304,4,0,27,15.07,2.0
STU00376,CS303,5,12,29,11.47,2.0
STU00377,CS302,1,21,64,51.11,28.01
STU00377,CS303,2,42,106,62.3,18.93
STU00377,CS302,3,38,62,28.18,20.98
STU00377,CS301,4,30,104,27.75,23.72
STU00377,CS301,5,38,54,30.19,2.0
STU00378,IT303,1,33,111,70.28,35.99
STU00378,IT302,2,41,123,76.4,34.09
STU00378,IT302,3,35,127,93.03,26.82
STU00378,IT301,4,24,64,80.9,40.21
STU00378,IT305,5,21,181,72.05,22.25
STU00378,IT303,6,34,162,71.49,46.94
STU00379,ME302,1,69,93,84.69,21.01
STU00379,ME302,2,42,125,67.58,21.78
STU00379,ME301,3,64,137,60.01,52.61
STU00379,ME305,4,67,113,59.97,32.95
STU00379,ME301,5,52,109,97.2,24.05
STU00379,ME303,6,65,94,61.48,40.13
STU00380,ME301,1,15,33,48.82,8.26
STU00380,ME303,2,23,28,47.54,2.0
STU00380,ME305,3,26,92,44.87,13.63
STU00380,ME303,4,18,42,31.38,19.04
STU00381,CE302,1,45,114,74.26,3.88
STU00381,CE303,2,31,67,59.27,33.14
STU00381,CE305,3,12,107,56.74,39.34
STU00381,CE305,4,31,80,71.96,20.77
STU00382,EE305,1,7,64,54.75,32.41
STU00382,EE304,2,34,74,72.24,18.6
STU00383,CE302,1,25,69,39.8,16.82
STU00383,CE304,2,20,56,50.48,2.0
STU00383,CE301,3,20,41,49.77,9.28
STU00383,CE302,4,28,17,55.47,24.88
STU00384,EE305,1,48,82,74.15,32.01
STU00384,EE304,2,40,108,84.7,31.97
STU00384,EE303,3,19,51,76.93,21.54
STU00385,EE305,1,35,90,64.39,36.07
STU00385,EE301,2,50,103,78.92,32.98
STU00385,EE302,3,52,127,71.35,32.84
STU00385,EE305,4,18,117,47.65,19.34
STU00386,IT305,1,36,98,52.86,39.51
STU00386,IT301,2,79,101,82.91,15.79
STU00386,IT302,3,41,130,70.01,25.34
STU00387,ME301,1,64,136,62.95,29.7
STU00387,ME301,2,26,102,89.69,28.46
STU00387,ME303,3,32,118,72.41,27.08
STU00387,ME303,4,41,106,66.7,27.82
STU00387,ME301,5,37,135,65.1,18.04
STU00387,ME305,6,75,54,69.22,39.08
STU00388,IT301,1,44,93,95.15,45.24
STU00388,IT302,2,39,95,95.14,27.49
STU00388,IT303,3,58,148,72.04,30.13
STU00388,IT303,4,54,83,81.43,39.52
STU00389,CE301,1,37,57,21.75,3.8
STU00389,CE301,2,22,41,40.2,25.51
STU00389,CE303,3,7,44,12.88,34.23
STU00390,EC305,1,30,78,32.46,9.95
STU00390,EC304,2,1,86,15.32,11.34
STU00390,EC305,3,0,77,30.22,2.0
STU00390,EC303,4,20,77,45.08,2.0
STU00390,EC304,5,19,47,44.2,11.46
STU00391,EE301,1,43,104,100.0,22.7
STU00391,EE302,2,52,115,63.76,28.32
STU00391,EE302,3,58,132,98.05,38.76
STU00391,EE303,4,51,168,77.6,38.9
STU00392,EC305,1,11,72,30.17,10.99
STU00392,EC301,2,32,3,38.55,33.81
STU00392,EC304,3,19,99,35.46,2.0
STU00393,ME303,1,20,19,7.72,14.69
STU00393,ME304,2,35,79,42.98,2.0
STU00394,EE301,1,49,82,74.07,35.23
STU00394,EE301,2,40,135,56.65,14.43
STU00395,IT302,1,30,79,51.94,31.28
STU00395,IT303,2,45,102,64.25,28.07
STU00395,IT303,3,38,99,60.23,16.64
STU00395,IT305,4,46,121,45.68,25.78
STU00395,IT302,5,34,88,67.77,26.8
STU00396,CE303,1,11,28,0.0,2.0
STU00396,CE301,2,0,0,0.0,3.02
STU00397,ME302,1,22,82,31.91,18.18
STU00397,ME303,2,12,46,20.65,32.56
STU00397,ME305,3,31,51,36.91,13.53
STU00397,ME301,4,9,3,29.81,2.05
STU00397,ME304,5,44,51,52.49,15.04
STU00398,IT301,1,55,104,67.94,27.62
STU00398,IT301,2,29,100,99.59,21.74
STU00398,IT303,3,26,127,91.72,42.63
STU00399,EE301,1,49,50,74.24,26.83
STU00399,EE301,2,31,146,63.26,16.66
STU00399,EE304,3,44,94,64.93,24.4
STU00400,CS304,1,28,87,61.11,22.42
STU00400,CS305,2,43,96,63.03,37.84
STU00400,CS303,3,37,151,66.1,42.5
STU00400,CS301,4,35,37,76.12,36.91
STU00401,CS303,1,47,102,89.38,17.69
STU00401,CS302,2,42,106,72.38,38.69
STU00401,CS303,3,60,172,62.71,29.99
STU00401,CS304,4,84,132,84.28,22.19
STU00401,CS305,5,54,157,81.07,32.31
STU00402,CE303,1,49,135,86.04,46.46
STU00402,CE301,2,52,116,74.08,20.37
STU00402,CE301,3,33,130,90.3,40.23
STU00402,CE303,4,43,121,64.86,6.51
STU00402,CE301,5,33,104,52.91,32.71
STU00403,EC302,1,1,0,3.58,2.0
STU00403,EC303,2,0,0,26.61,5.32
STU00403,EC304,3,0,6,8.28,3.11
STU00403,EC305,4,0,0,2.33,2.0
STU00403,EC304,5,0,14,0.0,23.43
STU00404,CE305,1,40,122,96.48,36.95
STU00404,CE301,2,58,100,80.32,32.96
STU00404,CE302,3,62,106,51.55,32.28
STU00404,CE305,4,51,136,75.12,40.46
STU00404,CE305,5,49,128,87.72,36.53
STU00405,CE303,1,20,77,48.97,26.49
STU00405,CE302,2,31,44,24.19,11.64
STU00405,CE303,3,35,91,76.14,30.29
STU00406,CE303,1,30,99,51.9,20.07
STU00406,CE305,2,21,85,44.43,36.05
STU00407,ME304,1,2,53,7.56,14.92
STU00407,ME304,2,5,30,7.26,20.69
STU00407,ME303,3,10,73,35.99,11.31
STU00407,ME305,4,13,0,28.7,21.8
STU00407,ME301,5,14,22,7.13,6.16
STU00408,CS304,1,56,109,64.02,16.81
STU00408,CS302,2,54,59,84.76,24.4
STU00408,CS305,3,47,87,46.97,31.19
STU00408,CS304,4,34,89,60.43,28.0
STU00408,CS304,5,26,126,52.32,19.62
STU00409,ME301,1,49,163,49.6,36.07
STU00409,ME301,2,23,70,66.38,47.06
STU00409,ME301,3,58,106,92.69,35.19
STU00409,ME301,4,52,85,88.36,38.8
STU00409,ME305,5,45,87,94.39,46.86
STU00409,ME304,6,33,110,70.59,28.44
STU00410,CE304,1,33,88,55.35,33.61
STU00410,CE302,2,60,90,74.87,41.32
STU00410,CE305,3,63,67,51.59,14.17
STU00410,CE301,4,53,86,75.77,23.11
STU00411,CE301,1,21,36,28.43,15.81
STU00411,CE304,2,22,49,28.91,2.73
STU00411,CE304,3,26,32,21.57,10.2
STU00411,CE303,4,27,26,58.52,17.08
STU00411,CE305,5,31,81,28.19,2.0
STU00412,EC303,1,36,135,95.01,17.44
STU00412,EC304,2,21,139,46.25,23.95
STU00412,EC301,3,45,99,55.37,34.49
STU00412,EC301,4,50,122,80.84,28.51
STU00413,EE302,1,19,90,39.1,2.0
STU00413,EE305,2,29,45,59.63,20.21
STU00414,CS302,1,38,42,44.08,33.41
STU00414,CS302,2,33,109,41.51,18.23
STU00414,CS302,3,46,73,33.57,16.05
STU00414,CS301,4,27,120,72.36,2.0
STU00415,CS304,1,27,71,81.21,31.0
STU00415,CS304,2,32,122,86.9,21.43
STU00415,CS305,3,53,90,94.04,36.95
STU00416,CS302,1,28,22,35.94,31.22
STU00416,CS302,2,27,30,40.92,24.31
STU00416,CS305,3,21,1,32.4,9.18
STU00416,CS303,4,0,0,9.51,9.69
STU00416,CS303,5,2,25,38.63,6.3
STU00417,CS301,1,68,180,87.17,31.82
STU00417,CS304,2,67,130,63.06,38.35
STU00418,EC302,1,21,8,8.7,27.73
STU00418,EC305,2,20,24,23.92,12.08
STU00418,EC305,3,37,13,23.69,5.11
STU00418,EC301,4,16,21,43.13,5.78
STU00418,EC304,5,2,77,9.28,2.0
STU00418,EC302,6,23,72,48.03,10.26
STU00419,ME303,1,5,59,52.24,26.7
STU00419,ME305,2,33,104,28.57,20.04
STU00419,ME304,3,20,23,7.69,25.68
STU00420,EE303,1,29,96,38.86,7.0
STU00420,EE302,2,23,52,60.66,29.58
STU00421,EE301,1,7,42,43.22,2.24
STU00421,EE304,2,4,0,31.26,7.4
STU00421,EE301,3,0,116,6.42,10.93
STU00421,EE303,4,11,5,40.77,18.4
STU00421,EE302,5,11,25,40.77,18.44
STU00421,EE301,6,8,27,11.89,7.63
STU00422,CS302,1,52,151,57.31,21.05
STU00422,CS301,2,56,162,76.62,29.5
STU00422,CS301,3,37,132,98.08,36.8
STU00422,CS301,4,37,112,76.87,38.82
STU00423,EE302,1,14,33,42.61,30.31
STU00423,EE304,2,31,51,44.95,24.05
STU00424,EC302,1,63,114,100.0,13.66
STU00424,EC303,2,47,150,60.05,40.34
STU00424,EC302,3,52,161,71.36,37.55
STU00424,EC301,4,11,157,82.39,38.42
STU00424,EC303,5,56,174,79.99,24.35
STU00425,CS305,1,34,72,49.83,7.24
STU00425,CS302,2,27,76,52.33,5.7
STU00425,CS301,3,26,61,42.31,7.8
STU00425,CS305,4,33,27,33.45,17.44
STU00425,CS305,5,34,36,27.06,20.66
STU00425,CS305,6,8,55,39.31,15.46
STU00426,ME303,1,38,79,46.58,8.52
STU00426,ME302,2,33,148,43.26,21.44
STU00426,ME303,3,37,45,43.01,39.68
STU00427,CS301,1,18,53,33.21,26.32
STU00427,CS303,2,9,0,29.32,3.81
STU00427,CS304,3,9,0,31.24,2.0
STU00428,EE303,1,43,68,87.0,24.04
STU00428,EE304,2,53,127,100.0,26.31
STU00429,IT305,1,28,51,62.33,20.69
STU00429,IT302,2,13,91,80.37,23.42
STU00429,IT302,3,15,39,49.53,36.51
STU00429,IT303,4,23,142,45.72,13.31
STU00429,IT301,5,43,123,48.98,26.3
STU00430,ME302,1,29,104,43.71,35.29
STU00430,ME304,2,36,91,62.87,22.85
STU00430,ME304,3,26,77,58.16,24.79
STU00431,CE305,1,36,87,57.4,16.03
STU00431,CE305,2,30,108,62.69,36.3
STU00431,CE304,3,20,90,61.61,9.75
STU00431,CE305,4,38,50,58.98,12.1
STU00432,EE301,1,5,0,2.9,2.0
STU00432,EE302,2,23,0,10.1,2.0
STU00432,EE305,3,2,11,33.61,14.18
STU00432,EE305,4,10,2,0.0,17.45
STU00433,EE305,1,36,40,23.5,2.0
STU00433,EE304,2,25,98,46.32,31.82
STU00433,EE301,3,17,76,43.41,20.77
STU00433,EE303,4,12,131,44.74,18.32
STU00434,EE303,1,23,89,42.45,4.11
STU00434,EE301,2,5,24,11.22,8.64
STU00434,EE303,3,45,77,43.53,6.1
STU00435,ME303,1,50,50,65.09,28.85
STU00435,ME301,2,41,97,52.92,29.88
STU00435,ME301,3,49,99,51.32,19.4
STU00436,EC304,1,8,123,28.83,19.6
STU00436,EC302,2,24,82,57.67,41.19
STU00436,EC304,3,37,55,70.13,30.22
STU00437,CS302,1,41,89,89.72,31.02
STU00437,CS301,2,39,112,64.56,22.66
STU00437,CS305,3,55,113,68.24,20.33
STU00437,CS305,4,59,92,56.94,23.66
STU00437,CS304,5,43,137,73.91,16.95
STU00437,CS303,6,63,131,77.03,47.64
STU00438,CE301,1,32,68,56.59,34.64
STU00438,CE304,2,20,105,74.25,23.52
STU00438,CE303,3,26,95,63.01,30.67
STU00439,EE301,1,30,103,73.73,26.78
STU00439,EE302,2,9,87,51.13,12.81
STU00440,EC304,1,29,123,74.64,30.57
STU00440,EC305,2,40,104,68.71,33.74
STU00440,EC303,3,46,91,58.23,35.27
STU00440,EC305,4,49,90,74.54,33.13
STU00440,EC304,5,53,99,71.77,20.7
STU00440,EC302,6,44,115,62.7,14.39
STU00441,CS305,1,52,97,78.55,39.56
STU00441,CS303,2,20,140,38.08,8.63
STU00442,CS304,1,40,104,75.02,27.35
STU00442,CS304,2,54,38,63.11,10.03
STU00443,IT303,1,37,71,44.37,19.3
STU00443,IT304,2,0,63,72.7,20.62
STU00443,IT305,3,50,107,79.31,13.92
STU00443,IT304,4,41,55,71.26,6.65
STU00444,CE303,1,70,198,95.07,28.61
STU00444,CE304,2,45,163,78.53,26.11
STU00444,CE303,3,33,129,98.93,41.11
STU00444,CE301,4,61,147,97.79,30.21
STU00444,CE301,5,58,139,80.36,37.32
STU00445,CE301,1,7,50,20.97,30.09
STU00445,CE304,2,19,12,16.42,17.66
STU00445,CE302,3,23,0,3.72,16.39
STU00446,ME303,1,17,103,41.29,10.71
STU00446,ME301,2,29,65,28.38,21.4
STU00446,ME301,3,23,77,55.33,25.97
STU00447,ME303,1,56,119,73.01,39.42
STU00447,ME303,2,32,147,85.78,26.5
STU00448,CE304,1,13,61,47.1,4.7
STU00448,CE302,2,28,64,19.11,23.2
STU00448,CE305,3,31,48,19.94,11.2
STU00448,CE301,4,32,37,19.18,7.53
STU00448,CE303,5,0,41,41.88,2.0
STU00448,CE305,6,11,29,18.6,17.39
STU00449,EE301,1,17,25,52.4,31.57
STU00449,EE305,2,31,80,70.89,11.02
STU00449,EE304,3,40,111,44.96,33.09
STU00449,EE303,4,30,100,73.62,41.69
STU00449,EE302,5,28,92,52.42,14.19
STU00450,EE303,1,30,82,22.8,21.38
STU00450,EE303,2,39,86,30.23,22.05
STU00450,EE302,3,28,124,70.04,29.73
STU00450,EE301,4,68,32,47.39,7.09
STU00451,EC302,1,34,85,62.42,23.72
STU00451,EC302,2,12,97,66.2,16.87
STU00452,CS302,1,4,82,31.03,16.79
STU00452,CS301,2,27,37,47.46,6.24
STU00452,CS302,3,10,57,15.4,4.03
STU00452,CS303,4,24,68,52.16,18.11
STU00452,CS302,5,25,89,42.73,33.13
STU00453,IT302,1,41,103,75.05,17.98
STU00453,IT304,2,43,116,76.11,23.27
STU00453,IT305,3,35,126,58.37,44.08
STU00454,CS302,1,24,29,34.73,33.09
STU00454,CS303,2,44,118,41.2,40.49
STU00454,CS302,3,49,45,38.41,5.13
STU00454,CS305,4,41,73,42.2,18.4
STU00454,CS302,5,37,59,44.13,19.54
STU00455,IT301,1,0,0,4.47,2.0
STU00455,IT301,2,0,29,29.17,2.51
STU00456,ME303,1,33,81,1.12,9.78
STU00456,ME304,2,23,11,22.09,12.91
STU00456,ME303,3,20,79,27.16,8.68
STU00457,CE305,1,16,127,58.64,24.54
STU00457,CE303,2,39,53,73.59,33.6
STU00458,ME302,1,72,112,85.32,38.0
STU00458,ME305,2,65,150,80.01,25.49
STU00458,ME305,3,60,108,75.25,33.66
STU00459,CS304,1,29,63,20.62,15.65
STU00459,CS303,2,26,87,33.63,13.32
STU00460,IT304,1,46,120,65.61,24.52
STU00460,IT302,2,58,107,63.65,17.86
STU00461,ME304,1,26,192,100.0,41.19
STU00461,ME305,2,59,104,99.34,34.26
STU00461,ME305,3,60,110,100.0,58.57
STU00462,CS304,1,30,80,58.31,15.56
STU00462,CS301,2,20,37,51.15,27.24
STU00462,CS301,3,34,66,72.24,23.84
STU00462,CS301,4,35,97,68.45,34.56
STU00462,CS301,5,40,36,55.0,2.0
STU00462,CS302,6,45,82,41.6,21.21
STU00463,EE301,1,31,89,50.57,16.29
STU00463,EE302,2,15,58,45.16,19.92
STU00463,EE304,3,39,63,52.42,14.66
STU00463,EE301,4,35,62,58.83,32.95
STU00463,EE303,5,21,86,56.37,25.91
STU00463,EE302,6,51,16,42.4,19.87
STU00464,IT303,1,35,96,59.92,20.03
STU00464,IT305,2,22,82,69.52,28.69
STU00464,IT301,3,20,109,84.05,22.49
STU00465,EC305,1,17,73,30.72,17.06
STU00465,EC303,2,7,31,46.67,27.8
STU00465,EC302,3,23,36,36.69,8.61
STU00466,CE302,1,25,120,70.94,16.63
STU00466,CE303,2,45,144,64.78,27.93
STU00467,ME301,1,53,182,100.0,51.05
STU00467,ME304,2,63,110,100.0,32.17
STU00467,ME301,3,52,172,96.71,22.79
STU00468,ME301,1,14,30,20.33,2.0
STU00468,ME301,2,27,50,31.9,7.73
STU00468,ME304,3,28,31,13.6,17.15
STU00468,ME304,4,14,0,20.0,2.12
STU00469,IT301,1,41,57,31.21,30.61
STU00469,IT301,2,37,93,53.18,19.85
STU00469,IT302,3,24,45,55.92,5.06
STU00469,IT302,4,25,89,45.04,18.68
STU00469,IT301,5,44,86,32.78,12.54
STU00470,ME304,1,21,49,47.39,9.39
STU00470,ME303,2,6,89,71.37,2.0
STU00470,ME304,3,25,47,52.44,29.01
STU00470,ME303,4,21,78,38.69,36.28
STU00471,IT303,1,69,171,94.66,34.0
STU00471,IT303,2,68,160,87.54,52.88
STU00472,ME303,1,42,23,43.22,20.38
STU00472,ME302,2,33,96,29.67,27.49
STU00473,CE302,1,31,50,35.02,16.07
STU00473,CE304,2,5,87,39.11,17.69
STU00473,CE302,3,41,0,52.4,23.49
STU00474,EE302,1,48,128,77.34,29.55
STU00474,EE302,2,34,128,53.61,37.79
STU00474,EE301,3,42,80,66.68,19.64
STU00474,EE305,4,56,75,58.77,28.96
STU00475,EC302,1,18,112,33.15,9.32
STU00475,EC303,2,47,0,23.53,12.38
STU00475,EC304,3,20,33,46.54,31.29
STU00475,EC303,4,20,72,37.63,13.04
STU00475,EC302,5,10,11,32.46,8.49
STU00475,EC305,6,20,92,37.87,19.67
STU00476,CS301,1,23,29,39.65,22.36
STU00476,CS304,2,14,32,37.75,11.46
STU00476,CS303,3,37,100,19.62,21.14
STU00476,CS301,4,30,92,27.17,34.77
STU00476,CS302,5,34,151,42.21,10.05
STU00476,CS302,6,33,8,51.79,2.0
STU00477,CE305,1,0,11,0.0,2.83
STU00477,CE303,2,2,0,15.44,9.54
STU00477,CE303,3,2,27,0.0,15.23
STU00477,CE303,4,0,0,0.0,19.18
STU00477,CE304,5,0,11,6.16,2.39
STU00477,CE302,6,0,0,0.0,3.87
STU00478,EC301,1,16,104,56.62,23.95
STU00478,EC304,2,23,83,70.85,11.2
STU00478,EC301,3,44,60,46.59,13.99
STU00478,EC303,4,36,108,53.88,23.81
STU00478,EC301,5,37,90,21.52,27.55
STU00478,EC302,6,9,83,56.12,20.17
STU00479,ME305,1,32,128,81.62,30.39
STU00479,ME301,2,60,138,83.69,32.77
STU00479,ME302,3,36,77,83.58,16.16
STU00479,ME304,4,54,89,95.2,38.23
STU00480,CE302,1,0,57,0.0,4.99
STU00480,CE304,2,0,4,37.33,4.19
STU00480,CE302,3,4,0,8.69,7.65
STU00480,CE304,4,1,0,23.38,2.0
STU00481,ME303,1,32,68,70.91,49.81
STU00481,ME305,2,34,99,55.76,27.28
STU00482,IT305,1,44,75,41.71,6.37
STU00482,IT303,2,10,76,67.09,19.21
STU00482,IT302,3,20,46,48.52,13.14
STU00483,ME304,1,54,100,62.43,19.22
STU00483,ME303,2,31,166,44.2,14.12
STU00483,ME301,3,27,99,29.9,13.81
STU00484,CE304,1,41,99,68.38,18.0
